item,valence,arousal,img,aoa,length,SUBTLWF,LgSUBTLWF,OLD,PLD,e2hit,e2fa,e2hminfa,e1hit,e1fa,e1hminfa,valstrength,e1e2hits,e1e2fas,e1e2hminfas,valxarousal
subway,5.44,4.41,6.7,4.30,6,10.71,2.74,2.50,2.55,.63,.00,.63,.70,.10,.60,.44,.67,.05,.62,1.94
succeed,7.05,6.71,2.8,4.88,7,9.45,2.68,2.75,2.40,.83,.30,.53,.63,.27,.37,2.05,.73,.28,.45,13.76
success,7.49,5.80,4.0,4.27,7,27.25,3.14,2.60,2.55,.77,.50,.27,.53,.57,-.03,2.49,.65,.53,.12,14.44
suction,4.25,3.81,4.4,5.39,7,5.63,2.46,2.15,1.95,.90,.10,.80,.67,.13,.53,.75,.78,.12,.67,2.86
sudden,,,3.0,4.39,6,33.47,3.23,1.90,1.90,.67,.07,.60,.53,.33,.20,,.60,.20,.40,
suffer,2.05,4.50,4.5,4.85,6,22.51,3.06,1.75,1.35,.73,.17,.57,.60,.33,.27,2.95,.67,.25,.42,13.28
suffice,5.52,3.25,2.9,6.06,7,1.65,1.93,2.70,2.70,.93,.27,.67,.80,.10,.70,.52,.87,.18,.68,1.69
sugar,6.56,5.29,6.6,3.15,5,37.76,3.28,1.95,1.90,.93,.13,.80,.73,.10,.63,1.56,.83,.12,.72,8.25
suggest,5.55,3.75,2.8,4.64,7,39.24,3.30,2.75,3.10,.67,.33,.33,.53,.20,.33,.55,.60,.27,.33,2.06
suitor,5.63,3.67,5.4,5.70,6,1.35,1.85,2.30,1.15,.70,.20,.50,.80,.23,.57,.63,.75,.22,.53,2.31
sulfur,4.50,3.86,5.1,5.88,6,1.18,1.79,2.75,1.95,.93,.10,.83,.77,.30,.47,.50,.85,.20,.65,1.93
sully,3.89,4.05,1.9,6.06,5,3.76,2.29,1.60,1.65,.73,.23,.50,.73,.13,.60,1.11,.73,.18,.55,4.50
sulphur,,,4.0,6.03,7,.84,1.64,3.35,1.95,.70,.17,.53,.73,.13,.60,,.72,.15,.57,
sultan,4.48,3.48,4.9,5.52,6,3.22,2.22,2.10,2.05,.87,.17,.70,.83,.17,.67,.52,.85,.17,.68,1.81
summer,7.50,5.48,6.6,3.12,6,78.67,3.60,1.80,1.55,.67,.07,.60,.80,.20,.60,2.50,.73,.13,.60,13.70
summit,5.50,4.35,5.4,5.48,6,3.33,2.23,2.45,1.90,.87,.27,.60,.73,.33,.40,.50,.80,.30,.50,2.18
summon,5.58,4.67,3.6,5.70,6,3.86,2.30,2.35,1.55,.83,.27,.57,.80,.27,.53,.58,.82,.27,.55,2.71
summons,3.60,5.14,3.0,5.70,7,1.59,1.91,2.55,1.80,.77,.10,.67,.63,.10,.53,1.40,.70,.10,.60,7.20
sundae,7.76,4.79,6.1,3.70,6,1.59,1.91,2.20,1.90,.93,.03,.90,.83,.07,.77,2.76,.88,.05,.83,13.22
sunny,7.95,5.38,6.7,3.00,5,7.67,2.59,1.75,1.45,.57,.07,.50,.63,.07,.57,2.95,.60,.07,.53,15.87
super,7.05,4.25,3.3,3.58,5,26.20,3.13,1.90,1.75,.57,.03,.53,.48,.21,.28,2.05,.52,.12,.40,8.71
superb,7.00,4.33,2.9,5.45,6,2.88,2.17,2.65,2.55,.70,.03,.67,.83,.23,.60,2.00,.77,.13,.63,8.66
supper,6.72,3.60,6.2,3.42,6,19.37,3.00,1.85,1.65,.87,.07,.80,.53,.17,.37,1.72,.70,.12,.58,6.19
supple,5.76,4.09,3.1,5.79,6,.61,1.51,1.95,1.85,.73,.30,.43,.77,.17,.60,.76,.75,.23,.52,3.11
supply,5.11,3.28,3.6,4.58,6,18.67,2.98,2.40,1.90,.77,.50,.27,.70,.33,.37,.11,.73,.42,.32,.36
support,6.89,3.05,4.6,4.39,7,50.73,3.41,2.40,1.95,.63,.40,.23,.60,.47,.13,1.89,.62,.43,.18,5.76
suppose,5.27,3.33,1.9,4.55,7,125.80,3.81,2.55,2.00,.53,.37,.17,.57,.30,.27,.27,.55,.33,.22,.90
suppress,2.72,3.55,3.2,5.79,8,1.49,1.89,2.80,2.10,.77,.33,.43,.73,.20,.53,2.28,.75,.27,.48,8.09
supreme,6.14,4.28,4.2,5.09,7,8.76,2.65,2.90,2.80,.77,.17,.60,.77,.17,.60,1.14,.77,.17,.60,4.88
surface,5.62,3.04,5.7,4.61,7,18.24,2.97,2.50,1.75,.80,.17,.63,.67,.43,.23,.62,.73,.30,.43,1.88
surgeon,5.05,5.78,6.9,5.00,7,16.43,2.92,2.50,1.95,.70,.27,.43,.63,.10,.53,.05,.67,.18,.48,.29
surly,3.90,3.80,2.5,5.85,5,.71,1.57,1.75,1.75,.77,.30,.47,.67,.23,.43,1.10,.72,.27,.45,4.18
surplus,5.68,3.60,3.4,5.58,7,2.04,2.02,2.90,2.45,.87,.47,.40,.77,.23,.53,.68,.82,.35,.47,2.45
surprise,7.44,6.57,4.6,3.79,8,88.90,3.66,2.65,2.50,.70,.30,.40,.67,.20,.47,2.44,.68,.25,.43,16.03
surreal,6.65,5.11,2.9,6.06,7,1.12,1.76,2.95,2.75,.77,.17,.60,.67,.30,.37,1.65,.72,.23,.48,8.43
surround,5.42,3.32,4.4,4.64,8,3.06,2.20,3.00,2.70,.53,.20,.33,.50,.13,.37,.42,.52,.17,.35,1.39
survey,5.55,3.68,5.3,4.73,6,4.45,2.36,1.95,1.75,.87,.40,.47,.80,.30,.50,.55,.83,.35,.48,2.02
survive,6.90,4.53,4.3,4.52,7,30.14,3.19,2.40,2.50,.70,.27,.43,.67,.37,.30,1.90,.68,.32,.37,8.61
sushi,6.25,5.84,6.6,5.52,5,4.35,2.35,2.00,1.95,.80,.07,.73,.83,.13,.70,1.25,.82,.10,.72,7.30
suspect,2.39,4.57,4.6,4.91,7,44.20,3.35,2.60,2.70,.83,.50,.33,.70,.27,.43,2.61,.77,.38,.38,11.93
suspend,4.32,4.87,4.3,5.03,7,2.76,2.15,2.65,2.60,.77,.23,.53,.70,.30,.40,.68,.73,.27,.47,3.31
suspense,5.26,5.84,3.9,5.18,8,2.24,2.06,2.80,2.80,.60,.47,.13,.57,.37,.20,.26,.58,.42,.17,1.52
sustain,5.68,3.73,2.5,5.52,7,2.67,2.14,2.45,2.40,.80,.30,.50,.73,.50,.23,.68,.77,.40,.37,2.54
suture,4.36,4.63,4.5,5.73,6,2.47,2.10,2.15,2.05,.77,.03,.73,.73,.20,.53,.64,.75,.12,.63,2.96
swallow,5.57,3.78,6.0,3.55,7,12.73,2.81,2.10,1.85,.70,.27,.43,.73,.17,.57,.57,.72,.22,.50,2.15
sweater,6.19,2.80,6.6,3.39,7,13.80,2.85,1.80,1.70,.80,.13,.67,.73,.10,.63,1.19,.77,.12,.65,3.33
swindle,3.00,4.32,3.3,6.06,7,.71,1.57,2.05,1.95,.60,.17,.43,.63,.03,.60,2.00,.62,.10,.52,8.64
symbol,5.67,2.77,5.2,4.36,6,8.59,2.64,2.75,1.75,.73,.20,.53,.67,.30,.37,.67,.70,.25,.45,1.86
symptom,3.33,4.17,4.1,4.97,7,1.88,1.99,3.30,2.75,.67,.17,.50,.63,.03,.60,1.67,.65,.10,.55,6.96
syndrome,4.33,4.68,3.7,5.48,8,6.27,2.51,3.95,3.10,.67,.17,.50,.73,.17,.57,.67,.70,.17,.53,3.14
syringe,3.05,4.81,6.2,5.58,7,1.94,2.00,2.40,2.75,.80,.13,.67,.90,.13,.77,1.95,.85,.13,.72,9.38
syrup,6.44,3.11,6.3,3.45,5,5.10,2.42,2.35,1.90,.77,.10,.67,.80,.07,.73,1.44,.78,.08,.70,4.48
system,5.50,3.38,4.3,4.58,6,91.51,3.67,2.70,1.90,.63,.20,.43,.50,.17,.33,.50,.57,.18,.38,1.69
table,5.49,3.00,6.8,2.70,5,105.63,3.73,1.55,1.50,.63,.17,.47,.77,.20,.57,.49,.70,.18,.52,1.47
tablet,6.21,3.65,5.6,4.67,6,1.49,1.89,1.85,1.95,.83,.10,.73,.67,.37,.30,1.21,.75,.23,.52,4.42
tabloid,4.84,3.32,5.9,5.73,7,1.10,1.76,2.90,2.85,.63,.03,.60,.73,.13,.60,.16,.68,.08,.60,.53
taboo,4.53,5.06,4.1,5.76,5,1.22,1.80,1.95,1.95,.80,.07,.73,.80,.17,.63,.47,.80,.12,.68,2.38
tackle,5.38,4.43,5.9,4.09,6,4.29,2.34,1.85,1.65,.87,.23,.63,.73,.37,.37,.38,.80,.30,.50,1.68
taco,6.53,4.19,6.9,3.21,,,,,,.93,.03,.90,.80,.00,.80,1.53,.87,.02,.85,6.41
tactic,5.70,5.05,2.7,5.48,6,1.55,1.90,2.25,2.15,.70,.23,.47,.62,.38,.24,.70,.66,.31,.35,3.54
taffy,5.95,3.45,6.0,3.88,5,2.39,2.09,2.10,1.60,.83,.10,.73,.73,.07,.67,.95,.78,.08,.70,3.28
tailor,5.29,3.61,5.9,5.03,6,4.18,2.33,2.10,1.50,.77,.23,.53,.77,.37,.40,.29,.77,.30,.47,1.05
talcum,5.45,4.05,3.3,5.94,6,.76,1.60,2.75,2.45,.77,.07,.70,.57,.13,.43,.45,.67,.10,.57,1.82
talent,6.30,5.60,3.7,4.09,6,26.12,3.12,1.95,1.80,.77,.17,.60,.80,.20,.60,1.30,.78,.18,.60,7.28
talon,5.06,4.90,5.1,5.45,5,1.10,1.76,1.90,1.70,.67,.20,.47,.83,.17,.67,.06,.75,.18,.57,.29
tampon,3.10,4.22,6.6,5.82,6,.67,1.54,2.50,2.60,.90,.03,.87,.97,.17,.80,1.90,.93,.10,.83,8.02
tangle,3.95,4.52,5.1,4.27,6,1.04,1.73,1.65,1.65,.87,.27,.60,.70,.40,.30,1.05,.78,.33,.45,4.75
tango,5.47,4.48,6.2,4.94,5,5.37,2.44,1.80,2.00,.73,.23,.50,.83,.23,.60,.47,.78,.23,.55,2.11
tantrum,3.15,5.05,5.2,4.00,7,.88,1.66,2.95,2.85,.83,.27,.57,.73,.30,.43,1.85,.78,.28,.50,9.34
tardy,3.47,4.30,4.9,4.61,5,1.14,1.77,1.90,1.70,.57,.17,.40,.60,.13,.47,1.53,.58,.15,.43,6.58
target,5.24,5.35,6.3,4.27,6,37.96,3.29,1.95,2.35,.87,.20,.67,.63,.27,.37,.24,.75,.23,.52,1.28
tartar,4.52,2.73,4.8,5.48,6,1.49,1.89,2.25,1.50,.90,.10,.80,.87,.27,.60,.48,.88,.18,.70,1.31
tassel,4.95,4.78,5.8,5.76,6,.53,1.45,1.95,1.60,.77,.13,.63,.80,.10,.70,.05,.78,.12,.67,.24
tattoo,4.45,5.00,6.6,4.79,6,11.96,2.79,2.80,1.90,.97,.10,.87,.77,.27,.50,.55,.87,.18,.68,2.75
tavern,5.55,4.22,5.7,5.70,6,3.10,2.20,2.20,2.30,.87,.17,.70,.77,.20,.57,.55,.82,.18,.63,2.32
tawdry,3.90,3.35,1.3,6.15,,,,,,.57,.17,.40,.80,.07,.73,1.10,.68,.12,.57,3.69
taxi,4.79,3.79,6.9,4.24,4,25.84,3.12,1.85,1.65,.70,.17,.53,.80,.17,.63,.21,.75,.17,.58,.80
teacher,7.37,2.90,6.8,2.85,7,55.73,3.45,1.90,1.85,.73,.20,.53,.53,.17,.37,2.37,.63,.18,.45,6.87
technique,7.00,3.45,3.7,5.30,9,8.94,2.66,4.40,2.90,.73,.20,.53,.67,.10,.57,2.00,.70,.15,.55,6.90
teeming,4.83,3.60,2.7,6.27,7,.65,1.53,1.80,1.65,.67,.07,.60,.57,.07,.50,.17,.62,.07,.55,.61
temper,3.89,4.90,4.4,4.27,6,11.41,2.77,1.80,1.80,.93,.23,.70,.70,.37,.33,1.11,.82,.30,.52,5.44
tempest,4.52,5.26,3.8,6.00,7,.71,1.57,2.55,2.80,.73,.23,.50,.70,.23,.47,.48,.72,.23,.48,2.52
temple,5.30,3.36,6.1,4.85,6,17.55,2.95,1.95,1.95,.70,.23,.47,.60,.33,.27,.30,.65,.28,.37,1.01
tempo,5.59,4.00,3.7,5.39,5,1.69,1.94,2.20,2.25,.77,.17,.60,.57,.17,.40,.59,.67,.17,.50,2.36
tenant,4.57,2.59,4.5,5.73,6,3.04,2.19,2.10,1.85,.80,.37,.43,.73,.23,.50,.43,.77,.30,.47,1.11
tender,6.47,3.22,4.6,4.79,6,8.88,2.66,1.65,1.35,.77,.17,.60,.80,.27,.53,1.47,.78,.22,.57,4.73
tendon,5.11,3.30,5.4,5.48,6,.57,1.48,2.25,1.85,.90,.23,.67,.77,.20,.57,.11,.83,.22,.62,.36
tennis,5.40,3.89,6.6,3.94,6,13.63,2.84,2.30,1.75,.90,.10,.80,.90,.07,.83,.40,.90,.08,.82,1.56
tenor,5.48,4.00,3.1,5.67,5,1.55,1.90,1.90,1.50,.83,.17,.67,.80,.23,.57,.48,.82,.20,.62,1.92
tension,3.60,5.08,3.9,5.36,7,8.55,2.64,2.05,1.80,.77,.33,.43,.77,.20,.57,1.40,.77,.27,.50,7.11
tenure,4.60,3.65,2.5,6.15,6,1.76,1.96,2.25,1.85,.83,.33,.50,.80,.17,.63,.40,.82,.25,.57,1.46
tepee,6.29,4.00,5.5,4.85,5,.53,1.45,1.95,1.85,.90,.07,.83,.77,.07,.70,1.29,.83,.07,.77,5.16
termite,3.08,4.24,6.1,5.09,7,.75,1.59,2.60,2.80,.83,.20,.63,.80,.20,.60,1.92,.82,.20,.62,8.14
terrace,5.33,3.52,5.3,5.67,7,3.39,2.24,2.55,1.75,.73,.23,.50,.73,.27,.47,.33,.73,.25,.48,1.16
terrain,5.53,3.09,5.8,5.73,7,2.25,2.06,2.55,2.15,.73,.27,.47,.80,.20,.60,.53,.77,.23,.53,1.64
terror,2.75,6.35,4.8,4.36,6,9.00,2.66,2.50,1.50,.67,.13,.53,.70,.37,.33,2.25,.68,.25,.43,14.29
texture,5.57,3.33,4.4,4.82,7,1.65,1.93,2.25,2.50,.90,.13,.77,.70,.20,.50,.57,.80,.17,.63,1.90
theory,5.65,4.41,3.4,5.15,6,28.61,3.16,2.30,2.40,.67,.13,.53,.53,.03,.50,.65,.60,.08,.52,2.87
therefore,,,1.6,5.06,9,20.75,3.02,3.25,3.45,.67,.10,.57,.53,.13,.40,,.60,.12,.48,
thermal,5.36,3.48,4.9,5.15,7,2.20,2.05,2.70,2.00,.87,.17,.70,.70,.07,.63,.36,.78,.12,.67,1.25
thesis,4.70,4.10,4.1,5.91,6,3.41,2.24,2.25,2.15,.83,.10,.73,.63,.23,.40,.30,.73,.17,.57,1.23
thorough,6.15,3.30,2.2,4.82,8,4.71,2.38,3.10,1.75,.77,.17,.60,.77,.13,.63,1.15,.77,.15,.62,3.80
thousand,6.44,3.50,5.4,4.21,8,69.29,3.55,3.25,2.70,.90,.03,.87,.60,.00,.60,1.44,.75,.02,.73,5.04
threshold,5.53,3.09,3.8,5.88,9,2.76,2.15,3.60,3.95,.77,.07,.70,.73,.10,.63,.53,.75,.08,.67,1.64
throttle,5.55,5.36,5.2,5.27,8,2.33,2.08,2.90,2.00,.70,.10,.60,.62,.07,.55,.55,.66,.08,.58,2.95
thunder,5.74,5.75,6.0,3.15,7,13.31,2.83,2.05,1.75,.80,.13,.67,.73,.23,.50,.74,.77,.18,.58,4.26
thyroid,4.28,3.14,5.3,6.06,7,.55,1.46,2.85,2.85,.87,.07,.80,.87,.00,.87,.72,.87,.03,.83,2.26
ticket,5.28,3.95,6.2,3.94,6,45.57,3.37,1.70,1.80,.63,.27,.37,.80,.23,.57,.28,.72,.25,.47,1.11
tickle,6.14,5.86,6.0,2.85,6,4.80,2.39,1.65,1.60,.77,.40,.37,.73,.40,.33,1.14,.75,.40,.35,6.68
tidy,6.24,2.86,4.9,4.48,4,3.71,2.28,1.90,1.80,.77,.27,.50,.63,.17,.47,1.24,.70,.22,.48,3.55
tiger,6.00,5.55,6.6,2.67,5,18.53,2.98,1.70,1.55,.90,.07,.83,.87,.17,.70,1.00,.88,.12,.77,5.55
timber,4.90,3.73,6.3,4.67,6,2.49,2.11,1.80,1.80,.73,.30,.43,.72,.31,.41,.10,.73,.31,.42,.37
timid,3.37,3.15,4.4,5.33,5,1.51,1.89,1.95,2.00,.80,.10,.70,.83,.23,.60,1.63,.82,.17,.65,5.13
tingle,6.23,5.24,4.8,3.85,6,1.10,1.76,1.65,1.70,.93,.47,.47,.63,.27,.37,1.23,.78,.37,.42,6.45
tinker,5.95,2.83,3.8,4.79,6,2.22,2.06,1.65,1.70,.97,.23,.73,.80,.23,.57,.95,.88,.23,.65,2.69
tinkle,5.55,3.75,4.9,3.48,6,.92,1.68,1.80,1.75,.83,.07,.77,.77,.40,.37,.55,.80,.23,.57,2.06
tiny,5.10,4.60,5.8,3.48,4,32.22,3.22,1.75,1.80,.53,.07,.47,.63,.17,.47,.10,.58,.12,.47,.46
tipsy,5.60,4.70,5.3,5.73,5,.65,1.53,1.95,1.95,.83,.20,.63,.87,.17,.70,.60,.85,.18,.67,2.82
tissue,5.30,3.10,6.4,3.33,6,10.73,2.74,2.35,1.85,.60,.20,.40,.63,.10,.53,.30,.62,.15,.47,.93
titan,5.71,4.32,5.3,5.55,5,1.45,1.88,1.95,1.75,.83,.03,.80,.80,.17,.63,.71,.82,.10,.72,3.07
title,5.71,2.15,5.0,3.88,5,18.57,2.98,1.80,1.55,.67,.07,.60,.53,.23,.30,.71,.60,.15,.45,1.53
today,,,4.0,3.15,5,433.80,4.34,1.95,2.00,.67,.10,.57,.57,.23,.33,,.62,.17,.45,
toddler,6.28,4.20,6.5,3.58,7,.78,1.61,2.55,2.50,.80,.17,.63,.80,.17,.63,1.28,.80,.17,.63,5.38
tofu,4.29,3.09,6.2,5.70,4,2.69,2.14,2.00,2.00,.87,.03,.83,.93,.21,.72,.71,.90,.12,.78,2.19
toga,5.36,3.75,6.2,5.27,4,.92,1.68,1.90,1.95,.87,.10,.77,.73,.27,.47,.36,.80,.18,.62,1.35
toilet,3.71,4.50,6.9,2.52,6,28.90,3.17,1.90,2.15,.83,.10,.73,.77,.20,.57,1.29,.80,.15,.65,5.81
token,5.63,3.09,5.8,4.73,5,4.02,2.31,1.90,1.80,.67,.17,.50,.77,.30,.47,.63,.72,.23,.48,1.95
toner,5.11,4.14,4.1,5.39,5,.86,1.65,1.65,1.65,.87,.00,.87,.77,.10,.67,.11,.82,.05,.77,.46
tonic,6.05,4.25,4.6,5.76,5,3.82,2.29,1.70,1.70,.87,.23,.63,.87,.27,.60,1.05,.87,.25,.62,4.46
tonight,,,4.2,3.36,7,412.69,4.32,2.85,2.50,.53,.03,.50,.63,.03,.60,,.58,.03,.55,
tonsils,,,6.2,4.85,,,,,,.83,.03,.80,.77,.10,.67,,.80,.07,.73,
topaz,5.55,3.87,5.3,5.91,5,1.00,1.72,2.55,2.65,.93,.00,.93,.87,.07,.80,.55,.90,.03,.87,2.13
topic,5.50,3.20,3.2,4.48,5,5.31,2.43,1.80,1.80,.80,.27,.53,.70,.33,.37,.50,.75,.30,.45,1.60
topple,4.86,3.21,4.6,5.30,6,.63,1.52,2.15,1.85,.67,.10,.57,.77,.20,.57,.14,.72,.15,.57,.45
torment,2.53,6.17,4.2,5.36,7,2.73,2.15,2.40,2.80,.77,.30,.47,.57,.23,.33,2.47,.67,.27,.40,15.24
torrid,3.65,3.45,2.5,6.00,6,.55,1.46,2.45,1.90,.87,.23,.63,.73,.23,.50,1.35,.80,.23,.57,4.66
torso,5.23,3.85,6.2,5.15,5,1.84,1.98,1.95,1.95,.90,.13,.77,.73,.50,.23,.23,.82,.32,.50,.89
tortoise,5.58,3.32,6.6,4.52,8,1.12,1.76,3.35,1.95,.97,.13,.83,.80,.17,.63,.58,.88,.15,.73,1.93
torture,1.40,5.09,5.7,5.09,7,15.92,2.91,2.50,2.10,.70,.27,.43,.80,.23,.57,3.60,.75,.25,.50,18.32
total,5.32,4.25,3.8,4.12,5,37.65,3.28,1.90,1.50,.60,.10,.50,.63,.17,.47,.32,.62,.13,.48,1.36
totem,5.32,4.78,4.7,5.27,5,.86,1.65,1.95,2.00,.90,.07,.83,.83,.10,.73,.32,.87,.08,.78,1.53
toupee,4.00,3.06,5.7,5.70,6,1.25,1.81,2.45,1.95,.77,.10,.67,.77,.17,.60,1.00,.77,.13,.63,3.06
towel,6.14,2.90,6.8,3.12,5,14.16,2.86,1.65,1.75,.70,.03,.67,.73,.07,.67,1.14,.72,.05,.67,3.31
tower,5.24,3.86,6.5,3.88,5,22.84,3.07,1.45,1.20,.77,.10,.67,.73,.07,.67,.24,.75,.08,.67,.93
toxic,2.35,5.29,5.5,4.76,5,4.90,2.40,1.85,2.65,.93,.40,.53,.83,.33,.50,2.65,.88,.37,.52,14.02
toxin,2.42,5.52,5.2,5.55,5,.90,1.67,1.95,1.95,.83,.10,.73,.86,.31,.55,2.58,.85,.21,.64,14.24
traction,5.27,4.17,4.6,5.45,8,1.88,1.99,2.15,2.25,.70,.13,.57,.70,.10,.60,.27,.70,.12,.58,1.13
tractor,5.05,3.73,6.8,3.52,7,3.73,2.28,2.10,1.90,.90,.17,.73,.80,.27,.53,.05,.85,.22,.63,.19
traffic,2.18,5.25,6.5,4.21,7,28.51,3.16,2.95,1.85,.67,.30,.37,.73,.13,.60,2.82,.70,.22,.48,14.81
tragic,3.52,5.36,3.9,4.97,6,12.24,2.80,2.65,2.80,.60,.17,.43,.67,.23,.43,1.48,.63,.20,.43,7.93
trailer,4.44,2.85,6.4,4.58,7,11.35,2.76,1.80,1.60,.83,.23,.60,.66,.17,.48,.56,.74,.20,.54,1.60
traitor,2.39,4.27,4.9,5.09,7,10.59,2.73,2.45,1.30,.90,.17,.73,.83,.20,.63,2.61,.87,.18,.68,11.14
trample,3.73,5.00,5.0,5.21,7,.80,1.62,2.15,2.05,.67,.23,.43,.72,.14,.59,1.27,.70,.19,.51,6.35
tranquil,7.11,2.61,4.8,5.58,8,.82,1.63,3.65,3.35,.80,.03,.77,.83,.27,.57,2.11,.82,.15,.67,5.51
transfer,5.29,3.22,3.9,5.18,8,20.55,3.02,2.70,2.75,.80,.20,.60,.77,.33,.43,.29,.78,.27,.52,.93
transit,4.52,4.05,3.9,5.58,7,3.18,2.21,2.60,2.45,.63,.20,.43,.67,.20,.47,.48,.65,.20,.45,1.94
translate,5.67,2.75,3.6,5.39,9,4.82,2.39,2.65,2.75,.70,.13,.57,.57,.17,.40,.67,.63,.15,.48,1.84
transmit,4.24,4.39,3.7,5.48,8,2.86,2.17,2.65,2.60,.67,.23,.43,.60,.23,.37,.76,.63,.23,.40,3.34
transplant,4.60,6.37,5.1,5.55,10,5.10,2.42,3.60,3.65,.73,.07,.67,.63,.10,.53,.40,.68,.08,.60,2.55
transport,5.90,3.76,5.2,4.85,9,11.20,2.76,2.65,2.95,.87,.33,.53,.73,.17,.57,.90,.80,.25,.55,3.38
trapeze,5.57,4.80,5.7,5.15,7,1.35,1.85,3.00,2.60,.70,.07,.63,.70,.07,.63,.57,.70,.07,.63,2.74
trauma,2.89,4.87,4.7,5.30,6,17.04,2.94,2.75,2.25,.80,.27,.53,.77,.23,.53,2.11,.78,.25,.53,10.28
travel,7.89,5.55,5.4,3.94,6,33.37,3.23,1.85,1.80,.77,.20,.57,.70,.33,.37,2.89,.73,.27,.47,16.04
traverse,5.00,3.60,3.3,6.06,8,.73,1.58,2.60,2.70,.73,.07,.67,.73,.27,.47,.00,.73,.17,.57,.00
treason,3.05,5.80,3.4,5.82,7,5.08,2.42,2.70,2.10,.77,.20,.57,.73,.13,.60,1.95,.75,.17,.58,11.31
treasure,7.65,6.30,6.7,3.73,8,19.06,2.99,2.25,1.95,.77,.20,.57,.73,.23,.50,2.65,.75,.22,.53,16.70
treatment,5.00,4.47,4.0,4.76,9,19.31,2.99,3.00,2.90,.67,.20,.47,.60,.23,.37,.00,.63,.22,.42,.00
treaty,5.42,3.70,4.5,4.91,6,4.69,2.38,1.90,1.80,.57,.07,.50,.70,.27,.43,.42,.63,.17,.47,1.55
tremble,3.18,5.32,5.2,5.00,7,2.24,2.06,2.05,1.95,.80,.27,.53,.70,.27,.43,1.82,.75,.27,.48,9.68
tremor,4.26,4.72,3.7,5.79,6,.80,1.62,2.80,1.95,.77,.27,.50,.83,.30,.53,.74,.80,.28,.52,3.49
trespass,3.27,4.79,4.4,5.30,8,1.43,1.87,3.40,2.80,.70,.03,.67,.60,.07,.53,1.73,.65,.05,.60,8.29
triad,4.32,4.45,3.9,5.94,5,3.43,2.25,1.85,1.90,.73,.27,.47,.83,.10,.73,.68,.78,.18,.60,3.03
trial,3.28,5.05,5.7,4.76,5,49.37,3.40,1.80,1.90,.77,.27,.50,.63,.23,.40,1.72,.70,.25,.45,8.69
tribal,5.17,4.56,5.1,5.33,6,1.86,1.98,2.30,1.95,.77,.33,.43,.80,.33,.47,.17,.78,.33,.45,.78
tribute,6.44,4.27,3.8,5.61,7,5.24,2.43,2.65,2.60,.80,.40,.40,.73,.40,.33,1.44,.77,.40,.37,6.15
trifle,4.80,4.06,3.1,5.79,6,2.10,2.03,1.90,1.90,.83,.23,.60,.77,.10,.67,.20,.80,.17,.63,.81
trigger,4.85,5.85,6.0,4.88,7,16.88,2.94,2.25,1.75,.83,.13,.70,.83,.20,.63,.15,.83,.17,.67,.88
trinket,6.25,4.37,5.0,5.18,7,.71,1.57,2.35,2.55,.73,.13,.60,.80,.10,.70,1.25,.77,.12,.65,5.46
trio,5.68,3.38,4.7,4.82,4,1.29,1.83,1.80,1.80,.83,.07,.77,.67,.10,.57,.68,.75,.08,.67,2.30
triple,5.86,5.60,5.0,4.36,6,9.39,2.68,1.80,1.80,.70,.20,.50,.77,.10,.67,.86,.73,.15,.58,4.82
tripod,5.23,4.32,6.0,4.97,6,.90,1.67,2.35,2.75,.80,.17,.63,.73,.20,.53,.23,.77,.18,.58,.99
triumph,7.34,5.60,4.2,4.88,7,4.65,2.38,2.75,2.85,.77,.30,.47,.72,.41,.31,2.34,.75,.36,.39,13.10
trolley,5.67,3.00,5.5,5.12,7,1.41,1.86,2.50,1.95,.83,.13,.70,.80,.10,.70,.67,.82,.12,.70,2.01
trombone,5.00,3.43,6.5,4.61,8,1.27,1.82,3.40,3.65,.87,.03,.83,.83,.07,.77,.00,.85,.05,.80,.00
trooper,5.50,4.95,6.3,4.97,7,4.43,2.36,2.15,1.85,.77,.13,.63,.77,.30,.47,.50,.77,.22,.55,2.48
trophy,6.55,4.35,6.9,3.76,6,7.55,2.59,2.60,1.95,.83,.23,.60,.77,.23,.53,1.55,.80,.23,.57,6.74
tropic,6.91,4.17,6.0,4.61,6,.71,1.57,2.30,1.90,.80,.13,.67,.73,.20,.53,1.91,.77,.17,.60,7.96
trouble,2.87,5.59,3.6,3.27,7,223.55,4.06,2.50,1.75,.63,.27,.37,.47,.30,.17,2.13,.55,.28,.27,11.91
trouper,5.15,2.89,3.7,5.73,,,,,,.77,.20,.57,.67,.07,.60,.15,.72,.13,.58,.43
trousers,,,6.3,5.24,8,5.16,2.42,2.75,2.75,.77,.03,.73,.73,.17,.57,,.75,.10,.65,
trumpet,6.03,4.17,6.5,4.24,7,4.12,2.32,2.55,2.70,.83,.17,.67,.73,.20,.53,1.03,.78,.18,.60,4.30
tuba,5.58,3.95,6.1,4.67,4,1.20,1.79,1.75,1.80,.80,.10,.70,.83,.07,.77,.58,.82,.08,.73,2.29
tulip,7.25,3.40,6.7,4.45,5,.78,1.61,2.00,1.95,.87,.20,.67,.90,.17,.73,2.25,.88,.18,.70,7.65
tumble,5.65,4.90,4.9,3.91,6,1.55,1.90,1.50,1.60,.73,.23,.50,.63,.37,.27,.65,.68,.30,.38,3.19
tummy,6.05,3.78,6.3,2.70,5,3.47,2.25,1.70,1.50,.87,.17,.70,.83,.13,.70,1.05,.85,.15,.70,3.97
